04/01/2022;1;6,4;6,6;7,2;7,2;6,8;6,6;9;7,2;7,2;6,4;7,2;6,8;6,8;6,2;9;7,4;6,2;7;6,8;6,8;7,4;6,8;7;7,2;7,6;8,4;9;7;6,8;6,8;6,6;6,6
04/01/2022;2;6,6;7,2;7,6;7,8;8,8;7;6,8;7;8,8;6,8;9,4;6,6;7,4;7,4;7;7;6,6;6,6;9;9,2;8,8;6,6;6,6;6,6;7,4;7,6;8;8;6,6;6,8;7;7,2
04/01/2022;3;8,6;8,2;6,8;7,8;6,8;6,6;6,8;6,8;8;7,6;8,4;9,8;7,8;8,4;8,6;7,6;8,4;9,8;7,4;7,6;8,2;7;6,8;8;7,6;7;7,4;6,6;7,4;9;8,6;8
04/01/2022;4;7;7,4;6,8;7,4;9;7;8,4;7,6;7,8;8,6;7,8;8,4;8,6;8;7,8;8,2;8,4;7,6;7,6;7,8;6,8;6,6;6,8;6,8;8;7,6;8,6;7;7,2;7,8;7,8;7,8
04/01/2022;5;6,8;8,6;7;7,2;7,8;8;7,6;8,4;9,8;6,6;7,4;9;7;6,8;8,2;7,6;7;6,8;7,8;7,4;8,2;8,6;7,8;7,6;8,4;6,8;7,4;6,6;7,2;6,8;7,8;7,6
04/01/2022;6;7,4;6,8;8;6,2;6,8;6,6;6;6,6;6,8;7,6;9;7,4;6,2;8,2;6,8;6,8;8,2;6,4;7,4;6,6;7,8;6;6,8;9,4;6;6,8;8,6;7;6,8;6,8;6,8;8,8
05/01/2022;1;7;6,4;8,2;7;7;7;6,8;7,8;7;8;6,8;6,2;7,4;9;6,4;6,8;6,8;6,6;6,4;8,8;7;9,6;7;8,2;7;7,8;7,8;6,6;6,6;7,4;7,2;6,2
05/01/2022;2;7,6;7;8,8;9,4;7,4;6,8;7;7,8;7,6;7,2;7,6;7,2;7,6;7,2;7,6;6,8;6,8;6,8;9;8;7,2;7,4;7;7,4;7,2;6,6;8,6;7;6,8;7,8;7,6;7,2
05/01/2022;3;7,4;8,6;7,2;7,4;6,8;8;7;7;7,6;7,6;7,2;6,8;7,6;7,2;6,8;7,6;7,2;6,8;7,6;8;7,6;6,8;7,4;6,8;8;7,4;7,2;7,2;6,8;7,4;7,2;9,6
05/01/2022;4;8,4;7,4;6,8;6,8;7;9,4;7,6;7;6,8;6,8;7,4;7,2;7,4;6,8;7,2;8,6;7;7,4;7,2;6,8;7;8;7,4;7,8;7,6;8,4;6,8;7,6;7,4;7,6;7,2;7
05/01/2022;5;8;8,8;7,2;7,4;6,8;7,2;7,8;7,4;7,2;6,6;6,6;6,8;7;7,4;6,8;7,6;6,8;8,2;7,2;6,8;7;6,8;7;7,2;7,8;7,4;7,2;6,8;6,2;7,6;6,8;6,8
05/01/2022;6;7,4;7,2;7;8;9,8;7;8,4;7,4;7,2;7,4;6,8;7,4;6,8;7,6;7,2;7;7,6;6,8;6,8;6,8;6,8;6,6;6,4;6,8;6,8;7,4;7,6;6,8;7,4;7;6,8;6,8
18/01/2022;2;7,4;8,8;9;7,6;7,4;7,2;7;7,4;7,6;12;9,6;7,8;7,2;9;9;7,8;8,8;7,6;7,4;6,8;7,2;6,8;7,6;7,6;7,8;7;8,6;7;7;8,4;8,6;6,8
18/01/2022;3;8,6;7,8;7,8;9,2;8;11;8;7,2;7,4;6,8;6,6;7,2;7,8;6,8;6,6;7,2;7,8;6,8;8,4;7,6;8;7;7,4;7,8;8,6;7,6;7;7;6,8;7,6;7,8;7,8
18/01/2022;4;7,8;8;7,6;7,4;8;8;7,8;8,6;7,4;7,6;8,6;9;6,8;8,2;8,4;7,2;7,4;7,2;8,2;7;8,6;7;6,8;7,4;8,6;7,4;8,6;7,4;7;8;7,6;8,6
18/01/2022;5;8,4;8,2;8,6;7,6;8,2;7,2;8;7,8;9;7,8;9,4;8,6;7;7,4;8,4;8;8;7,8;9;9,2;7,4;7,8;8,2;7,4;7,6;8;8,2;7,8;6,8;9,4;7,4;7,8
18/01/2022;6;7,6;7,2;6,8;7,8;7,4;6,8;7;7,4;6,8;7;7,4;7,2;7,2;7,8;6,8;7,8;6,8;7,4;6,8;7,6;7;7,2;7,2;6,8;7;7,2;9;6,8;8,4;6,8;8;7,4
19/01/2022;1;9;9,6;7,4;9;8,6;8,4;8;7,8;8,6;9,6;8,4;7,8;9,4;10;8,2;10;7;8;9,4;10;8;9,8;8,4;10;10;10;8,6;8;7,8;9;7,6;7,6
19/01/2022;3;8,2;8,2;8,2;8,4;7,2;8;7,6;8,4;8,4;8,8;7,8;8,6;8,6;7,8;7,4;8;7,4;9;9,6;7,8;8,4;8,2;9;8;7,4;8,2;7,8;8,2;7,8;7,6;8;9
19/01/2022;4;8,2;7,4;8,2;7,8;7,2;8,2;7,4;7;9,6;8,6;9;7;9;7,8;7,2;7,6;8;7;7,2;7;9,8;9;8,6;9,2;7,4;7,2;7,2;8,2;7;8;7;7,6
19/01/2022;5;8,4;8,2;7,6;7,6;8,4;6,8;7,6;7;7,8;7,6;7,4;7;8;8,4;7,8;7,4;7,8;7;7,6;7,4;7,4;7,4;7,2;7,2;9,4;7;7,4;7,6;8,6;7;7,6;7
19/01/2022;6;8,8;7,8;7,4;7,2;7,4;7,2;7;7;8,2;7,2;8,2;8,6;7;8;9,4;7,8;8,4;9;7,8;7;8,2;8,6;7,8;7;7;7,4;7;8;9,4;9,4;7,8;7,6
20/01/2022;1;6,6;7,2;7,6;7,8;8,8;7;6,8;7;8,8;6,8;9,4;6,6;7,4;7,4;7;7;6,6;6,6;9;9,2;8,8;6,6;6,6;6,6;7,4;7,6;8;8;6,6;6,8;7;7,2
20/01/2022;3;8,6;8,2;6,8;7,8;6,8;6,6;6,8;6,8;8;7,6;8,4;9,8;7,8;8,4;8,6;7,6;8,4;9,8;7,4;7,6;8,2;7;6,8;8;7,6;7;7,4;6,6;7,4;9;8,6;8
20/01/2022;4;7;7,4;6,8;7,4;9;7;8,4;7,6;7,8;8,6;7,8;8,4;8,6;8;7,8;8,2;8,4;7,6;7,6;7,8;6,8;6,6;6,8;6,8;8;7,6;8,6;7;7,2;7,8;7,8;7,8
